customer_id,name,age,gender,marital_status,state,occupation,industry,annual_income_lakh,cibil_score,cibil_category,existing_loan_count,customer_since,branch_id
CUST00519,Customer_519,30,Other,Married,Andhra Pradesh,Self-Employed,Real Estate,47.49,667,Good,4,2016-07-07,BR0028
CUST00520,Customer_520,31,Female,Single,Telangana,Retired,Manufacturing,73.57,822,Very Good,1,2018-07-24,BR0010
CUST00521,Customer_521,23,Female,Widowed,Haryana,Freelancer,Real Estate,76.99,802,Very Good,1,2017-02-08,BR0007
CUST00522,Customer_522,30,Other,Divorced,Kerala,Retired,Hospitality,78.91,647,Fair,1,2021-09-08,BR0015
CUST00523,Customer_523,36,Female,Married,Telangana,Retired,Banking,8.57,795,Very Good,2,2017-01-23,BR0025
CUST00524,Customer_524,53,Male,Widowed,Madhya Pradesh,Salaried,Real Estate,17.4,670,Good,3,2017-06-30,BR0048
CUST00525,Customer_525,64,Male,Widowed,Andhra Pradesh,Retired,Banking,18.27,898,Excellent,2,2020-02-18,BR0016
CUST00526,Customer_526,49,Female,Divorced,Uttar Pradesh,Retired,Hospitality,49.58,655,Good,4,2021-01-05,BR0034
CUST00527,Customer_527,63,Male,Widowed,West Bengal,Salaried,Retail,5.39,900,Excellent,4,2021-01-12,BR0026
CUST00528,Customer_528,24,Male,Married,Gujarat,Government Employee,FMCG,61.78,816,Very Good,2,2018-03-17,BR0030
CUST00529,Customer_529,32,Other,Married,West Bengal,Freelancer,Banking,73.72,728,Good,0,2020-08-12,BR0008
CUST00530,Customer_530,33,Female,Widowed,Rajasthan,Government Employee,IT,44.8,839,Very Good,1,2020-02-02,BR0038
CUST00531,Customer_531,34,Other,Married,Haryana,Freelancer,Manufacturing,21.81,855,Excellent,0,2016-04-12,BR0046
CUST00532,Customer_532,50,Female,Married,Uttar Pradesh,Retired,FMCG,43.05,760,Very Good,0,2016-11-30,BR0022
CUST00533,Customer_533,58,Male,Married,Madhya Pradesh,Freelancer,IT,14.98,859,Excellent,3,2018-06-15,BR0020
CUST00534,Customer_534,50,Male,Married,Maharashtra,Retired,Real Estate,11.52,673,Good,0,2020-02-22,BR0032
CUST00535,Customer_535,53,Female,Married,Tamil Nadu,Retired,Banking,49.58,750,Very Good,3,2019-08-07,BR0029
CUST00536,Customer_536,27,Other,Divorced,Kerala,Freelancer,Construction,21.39,750,Very Good,1,2015-07-20,BR0012
CUST00537,Customer_537,31,Male,Divorced,Rajasthan,Salaried,IT,5.25,389,Poor,0,2019-09-04,BR0012
CUST00538,Customer_538,32,Other,Married,West Bengal,Freelancer,Hospitality,53.69,828,Very Good,2,2015-05-27,BR0006
CUST00539,Customer_539,41,Female,Single,Gujarat,Government Employee,Healthcare,66.05,698,Good,0,2018-01-29,BR0022
CUST00540,Customer_540,55,Other,Single,Delhi,Retired,Construction,56.4,676,Good,0,2020-06-04,BR0047
CUST00541,Customer_541,60,Other,Divorced,Gujarat,Retired,Hospitality,24.69,895,Excellent,4,2018-12-20,BR0009
CUST00542,Customer_542,61,Female,Widowed,Madhya Pradesh,Self-Employed,Hospitality,58.98,816,Very Good,1,2018-04-04,BR0013
CUST00543,Customer_543,22,Male,Married,Madhya Pradesh,Retired,FMCG,50.94,609,Fair,3,2015-07-06,BR0022
CUST00544,Customer_544,44,Other,Married,Haryana,Business Owner,Real Estate,18.88,831,Very Good,0,2018-06-14,BR0020
CUST00545,Customer_545,54,Other,Divorced,Rajasthan,Government Employee,Hospitality,2.88,848,Very Good,4,2015-04-30,BR0012
CUST00546,Customer_546,34,Female,Widowed,Madhya Pradesh,Salaried,Healthcare,73.97,693,Good,3,2016-09-28,BR0041
CUST00547,Customer_547,51,Female,Widowed,Bihar,Freelancer,IT,71.92,884,Excellent,4,2018-05-11,BR0037
CUST00548,Customer_548,65,Other,Divorced,Madhya Pradesh,Business Owner,Manufacturing,3.85,718,Good,1,2018-02-22,BR0002
CUST00549,Customer_549,43,Male,Widowed,Karnataka,Retired,Manufacturing,43.86,890,Excellent,2,2018-07-12,BR0046
CUST00550,Customer_550,24,Male,Divorced,West Bengal,Business Owner,Retail,40.97,661,Good,4,2018-05-23,BR0012
CUST00551,Customer_551,29,Male,Widowed,Telangana,Salaried,Banking,62.76,654,Good,4,2016-09-23,BR0013
CUST00552,Customer_552,43,Female,Divorced,Karnataka,Salaried,Construction,70.21,896,Excellent,1,2017-04-20,BR0047
CUST00553,Customer_553,24,Male,Single,Gujarat,Salaried,Hospitality,69.51,741,Good,0,2018-09-27,BR0030
CUST00554,Customer_554,24,Female,Single,Kerala,Business Owner,Retail,53.54,648,Fair,2,2017-04-01,BR0013
CUST00555,Customer_555,40,Other,Single,Gujarat,Self-Employed,Healthcare,62.37,690,Good,2,2016-04-13,BR0001
CUST00556,Customer_556,61,Female,Divorced,Gujarat,Self-Employed,Real Estate,18.43,763,Very Good,4,2017-09-29,BR0011
CUST00557,Customer_557,26,Male,Married,Maharashtra,Government Employee,IT,44.35,693,Good,0,2019-04-21,BR0004
CUST00558,Customer_558,27,Other,Widowed,Kerala,Business Owner,Real Estate,57.08,672,Good,2,2017-03-22,BR0046
CUST00559,Customer_559,64,Female,Married,Delhi,Freelancer,Banking,77.96,760,Very Good,0,2020-02-10,BR0020
CUST00560,Customer_560,65,Male,Married,Karnataka,Retired,Real Estate,38.51,848,Very Good,2,2019-05-25,BR0012
CUST00561,Customer_561,64,Male,Single,West Bengal,Salaried,Education,37.57,691,Good,3,2020-03-04,BR0011
CUST00562,Customer_562,40,Other,Single,Uttar Pradesh,Freelancer,Manufacturing,47.0,827,Very Good,2,2021-03-27,BR0042
CUST00563,Customer_563,26,Other,Widowed,Tamil Nadu,Retired,Retail,38.17,818,Very Good,4,2016-10-13,BR0031
CUST00564,Customer_564,46,Other,Widowed,Madhya Pradesh,Government Employee,Hospitality,65.56,353,Poor,2,2021-02-08,BR0045
CUST00565,Customer_565,37,Other,Widowed,Delhi,Retired,Hospitality,8.44,635,Fair,3,2018-08-25,BR0036
CUST00566,Customer_566,28,Female,Single,Kerala,Salaried,Hospitality,26.3,861,Excellent,3,2018-09-03,BR0032
CUST00567,Customer_567,63,Male,Single,Madhya Pradesh,Self-Employed,Healthcare,19.29,761,Very Good,3,2020-12-16,BR0019
CUST00568,Customer_568,46,Other,Divorced,Gujarat,Retired,Real Estate,17.58,807,Very Good,3,2018-11-11,BR0006
CUST00569,Customer_569,59,Male,Divorced,Maharashtra,Business Owner,Construction,33.77,430,Poor,0,2015-01-04,BR0046
CUST00570,Customer_570,57,Female,Single,Tamil Nadu,Government Employee,Hospitality,10.91,872,Excellent,3,2018-07-27,BR0046
CUST00571,Customer_571,46,Other,Married,West Bengal,Self-Employed,Retail,44.7,705,Good,4,2019-04-25,BR0024
CUST00572,Customer_572,48,Male,Single,Punjab,Salaried,Healthcare,12.14,635,Fair,3,2019-11-24,BR0009
CUST00573,Customer_573,27,Other,Widowed,Kerala,Self-Employed,Banking,69.15,603,Fair,4,2019-10-04,BR0036
CUST00574,Customer_574,50,Other,Single,Kerala,Government Employee,Retail,16.82,678,Good,4,2018-01-07,BR0027
CUST00575,Customer_575,56,Other,Widowed,Haryana,Business Owner,Manufacturing,78.31,754,Very Good,4,2020-05-26,BR0045
CUST00576,Customer_576,27,Female,Widowed,Telangana,Salaried,Construction,43.25,643,Fair,4,2015-12-29,BR0016
CUST00577,Customer_577,52,Male,Divorced,Kerala,Salaried,Education,76.93,834,Very Good,4,2015-02-14,BR0031
CUST00578,Customer_578,51,Female,Widowed,Rajasthan,Business Owner,Real Estate,46.94,810,Very Good,1,2015-05-25,BR0045
CUST00579,Customer_579,60,Female,Single,Punjab,Government Employee,Hospitality,63.32,843,Very Good,1,2021-06-04,BR0004
CUST00580,Customer_580,64,Female,Widowed,Delhi,Self-Employed,Construction,50.85,897,Excellent,0,2018-02-12,BR0017
CUST00581,Customer_581,30,Male,Single,Kerala,Self-Employed,Hospitality,68.97,785,Very Good,1,2020-01-04,BR0024
CUST00582,Customer_582,33,Male,Single,Rajasthan,Salaried,Healthcare,20.73,739,Good,4,2016-09-23,BR0032
CUST00583,Customer_583,48,Other,Married,Tamil Nadu,Retired,Education,53.67,780,Very Good,0,2017-12-18,BR0049
CUST00584,Customer_584,29,Female,Widowed,Haryana,Retired,Retail,33.34,418,Poor,3,2019-05-17,BR0031
CUST00585,Customer_585,38,Female,Widowed,Punjab,Business Owner,Construction,3.32,605,Fair,0,2016-02-03,BR0035
CUST00586,Customer_586,62,Other,Divorced,Rajasthan,Business Owner,Real Estate,49.77,705,Good,0,2017-11-11,BR0042
CUST00587,Customer_587,59,Male,Married,Telangana,Business Owner,Healthcare,54.8,748,Good,2,2021-02-21,BR0001
CUST00588,Customer_588,65,Male,Single,Punjab,Government Employee,Education,3.33,317,Poor,1,2018-03-06,BR0017
CUST00589,Customer_589,34,Other,Married,Kerala,Freelancer,Manufacturing,9.53,458,Poor,0,2015-12-20,BR0039
CUST00590,Customer_590,30,Other,Married,Bihar,Salaried,Healthcare,72.23,747,Good,2,2018-04-21,BR0030
CUST00591,Customer_591,64,Female,Widowed,Haryana,Freelancer,Education,37.59,890,Excellent,2,2016-10-25,BR0050
CUST00592,Customer_592,26,Female,Single,Gujarat,Business Owner,Healthcare,32.11,657,Good,3,2015-10-12,BR0032
CUST00593,Customer_593,34,Male,Married,Telangana,Government Employee,Retail,52.49,772,Very Good,4,2016-03-11,BR0029
CUST00594,Customer_594,38,Other,Divorced,Madhya Pradesh,Government Employee,IT,7.86,559,Fair,3,2016-09-01,BR0042
CUST00595,Customer_595,62,Female,Married,Haryana,Business Owner,FMCG,53.97,309,Poor,4,2015-01-16,BR0033
CUST00596,Customer_596,53,Male,Married,Maharashtra,Government Employee,Banking,67.9,701,Good,0,2021-05-12,BR0035
CUST00597,Customer_597,44,Other,Single,Rajasthan,Retired,Education,33.49,688,Good,0,2020-02-26,BR0049
CUST00598,Customer_598,40,Female,Married,Gujarat,Freelancer,FMCG,45.43,772,Very Good,0,2019-01-11,BR0032
CUST00599,Customer_599,27,Male,Single,Tamil Nadu,Salaried,Hospitality,59.46,878,Excellent,1,2020-06-26,BR0025
CUST00600,Customer_600,26,Other,Widowed,Maharashtra,Salaried,Education,26.28,832,Very Good,0,2018-10-15,BR0047
CUST00601,Customer_601,24,Other,Widowed,Punjab,Retired,Healthcare,65.03,677,Good,4,2017-08-12,BR0005
CUST00602,Customer_602,24,Female,Single,Tamil Nadu,Freelancer,Healthcare,53.14,812,Very Good,0,2016-12-06,BR0041
CUST00603,Customer_603,25,Other,Married,Andhra Pradesh,Retired,Manufacturing,9.95,900,Excellent,0,2016-04-12,BR0032
CUST00604,Customer_604,60,Male,Widowed,Rajasthan,Freelancer,FMCG,7.3,778,Very Good,2,2016-05-09,BR0044
CUST00605,Customer_605,58,Male,Single,Kerala,Self-Employed,Education,67.31,791,Very Good,0,2016-05-09,BR0018
CUST00606,Customer_606,31,Other,Married,West Bengal,Self-Employed,Hospitality,56.43,771,Very Good,0,2016-06-30,BR0007
CUST00607,Customer_607,62,Female,Single,Maharashtra,Salaried,Healthcare,14.64,849,Very Good,0,2021-08-28,BR0019
CUST00608,Customer_608,48,Male,Married,Karnataka,Freelancer,Real Estate,39.34,848,Very Good,4,2020-01-19,BR0027
CUST00609,Customer_609,37,Other,Married,Haryana,Government Employee,Hospitality,56.07,889,Excellent,0,2018-05-18,BR0023
CUST00610,Customer_610,48,Other,Single,Kerala,Business Owner,Construction,17.29,360,Poor,4,2017-06-17,BR0030
CUST00611,Customer_611,62,Male,Married,Punjab,Government Employee,Banking,6.52,785,Very Good,1,2016-10-16,BR0043
CUST00612,Customer_612,24,Female,Divorced,Rajasthan,Retired,Banking,24.52,393,Poor,0,2016-03-03,BR0048
CUST00613,Customer_613,25,Male,Widowed,Telangana,Salaried,Manufacturing,14.66,861,Excellent,1,2019-12-27,BR0038
CUST00614,Customer_614,59,Female,Married,Madhya Pradesh,Salaried,Education,60.37,675,Good,1,2016-02-06,BR0016
CUST00615,Customer_615,48,Male,Widowed,Kerala,Government Employee,IT,71.57,874,Excellent,3,2016-08-16,BR0014
CUST00616,Customer_616,61,Female,Married,Punjab,Business Owner,Real Estate,31.38,699,Good,1,2018-10-07,BR0009
CUST00617,Customer_617,24,Male,Widowed,West Bengal,Government Employee,Healthcare,24.17,757,Very Good,2,2017-06-19,BR0019
CUST00618,Customer_618,60,Male,Married,Delhi,Government Employee,Construction,76.33,631,Fair,3,2017-06-05,BR0038
CUST00619,Customer_619,52,Female,Married,Tamil Nadu,Business Owner,FMCG,3.53,867,Excellent,4,2017-06-29,BR0038
CUST00620,Customer_620,31,Male,Single,West Bengal,Freelancer,Construction,34.82,850,Excellent,0,2019-10-10,BR0034
CUST00621,Customer_621,47,Female,Widowed,Tamil Nadu,Salaried,Construction,66.13,739,Good,0,2019-07-24,BR0014
CUST00622,Customer_622,30,Male,Single,West Bengal,Freelancer,Real Estate,52.66,680,Good,1,2020-02-25,BR0037
CUST00623,Customer_623,59,Male,Widowed,Karnataka,Business Owner,Banking,38.39,416,Poor,0,2015-10-17,BR0025
CUST00624,Customer_624,43,Female,Married,Madhya Pradesh,Freelancer,Manufacturing,35.45,787,Very Good,4,2018-10-07,BR0048
CUST00625,Customer_625,25,Male,Single,Uttar Pradesh,Business Owner,Banking,30.65,836,Very Good,4,2015-06-17,BR0024
CUST00626,Customer_626,45,Other,Married,Karnataka,Business Owner,Retail,57.1,621,Fair,4,2016-04-10,BR0042
CUST00627,Customer_627,52,Other,Married,Madhya Pradesh,Freelancer,Retail,47.42,846,Very Good,2,2018-12-15,BR0018
CUST00628,Customer_628,54,Female,Divorced,West Bengal,Government Employee,Construction,6.63,785,Very Good,4,2016-05-17,BR0031
CUST00629,Customer_629,56,Female,Divorced,Madhya Pradesh,Freelancer,Manufacturing,72.2,818,Very Good,1,2020-02-19,BR0006
CUST00630,Customer_630,27,Male,Single,Karnataka,Business Owner,Manufacturing,24.78,672,Good,1,2020-07-25,BR0010
CUST00631,Customer_631,35,Female,Married,West Bengal,Business Owner,FMCG,4.16,830,Very Good,3,2015-03-29,BR0019
CUST00632,Customer_632,34,Other,Divorced,Uttar Pradesh,Retired,Education,64.63,523,Poor,2,2020-06-14,BR0038
CUST00633,Customer_633,64,Female,Married,Bihar,Business Owner,Healthcare,36.95,820,Very Good,2,2017-07-17,BR0031
CUST00634,Customer_634,45,Male,Divorced,Gujarat,Government Employee,Healthcare,68.01,899,Excellent,4,2016-10-20,BR0046
CUST00635,Customer_635,56,Other,Married,Karnataka,Self-Employed,Manufacturing,67.53,672,Good,0,2018-07-20,BR0037
CUST00636,Customer_636,30,Other,Single,Punjab,Business Owner,Education,16.72,697,Good,1,2019-03-08,BR0029
CUST00637,Customer_637,56,Male,Widowed,Bihar,Government Employee,Healthcare,25.8,884,Excellent,3,2018-08-04,BR0010
CUST00638,Customer_638,22,Female,Divorced,West Bengal,Business Owner,Hospitality,78.11,884,Excellent,1,2021-05-04,BR0047
CUST00639,Customer_639,50,Male,Married,Punjab,Retired,Manufacturing,59.18,664,Good,2,2015-04-12,BR0026
CUST00640,Customer_640,61,Female,Single,Kerala,Freelancer,Retail,30.13,878,Excellent,4,2020-11-26,BR0015
CUST00641,Customer_641,39,Female,Single,Telangana,Government Employee,Retail,44.18,560,Fair,3,2018-07-25,BR0039
CUST00642,Customer_642,60,Female,Widowed,Karnataka,Freelancer,FMCG,72.9,757,Very Good,2,2019-05-01,BR0024
CUST00643,Customer_643,22,Female,Single,Tamil Nadu,Freelancer,Banking,26.31,694,Good,3,2019-12-18,BR0019
CUST00644,Customer_644,32,Female,Married,Andhra Pradesh,Retired,Hospitality,58.94,804,Very Good,0,2016-08-11,BR0014
CUST00645,Customer_645,41,Male,Widowed,Delhi,Salaried,FMCG,78.96,717,Good,2,2019-08-25,BR0012
CUST00646,Customer_646,57,Male,Married,Karnataka,Government Employee,Real Estate,61.01,722,Good,4,2020-07-02,BR0003
CUST00647,Customer_647,41,Other,Widowed,Tamil Nadu,Salaried,IT,40.74,869,Excellent,1,2017-12-11,BR0020
CUST00648,Customer_648,62,Other,Divorced,Uttar Pradesh,Self-Employed,Banking,12.04,880,Excellent,1,2015-04-27,BR0008
CUST00649,Customer_649,39,Female,Widowed,Kerala,Government Employee,Real Estate,48.87,658,Good,3,2016-05-04,BR0024
CUST00650,Customer_650,54,Male,Single,Karnataka,Business Owner,Banking,67.99,752,Very Good,1,2019-01-03,BR0011
CUST00651,Customer_651,25,Female,Single,Gujarat,Business Owner,Construction,51.77,703,Good,0,2020-10-05,BR0013
CUST00652,Customer_652,62,Male,Divorced,Andhra Pradesh,Business Owner,Real Estate,48.86,562,Fair,2,2019-01-24,BR0007
CUST00653,Customer_653,56,Other,Divorced,Rajasthan,Government Employee,FMCG,3.4,768,Very Good,2,2016-10-29,BR0007
CUST00654,Customer_654,35,Other,Single,Uttar Pradesh,Government Employee,Manufacturing,66.93,578,Fair,0,2016-06-21,BR0002
CUST00655,Customer_655,52,Female,Divorced,Karnataka,Freelancer,Real Estate,30.54,738,Good,0,2016-04-30,BR0015
CUST00656,Customer_656,30,Female,Married,Tamil Nadu,Self-Employed,Manufacturing,55.79,859,Excellent,3,2016-04-02,BR0005
CUST00657,Customer_657,23,Male,Single,Maharashtra,Freelancer,Construction,35.86,846,Very Good,4,2015-08-31,BR0031
CUST00658,Customer_658,29,Other,Single,Madhya Pradesh,Salaried,Manufacturing,7.54,852,Excellent,4,2017-04-21,BR0038
CUST00659,Customer_659,34,Male,Divorced,Kerala,Business Owner,Education,4.67,594,Fair,1,2020-08-12,BR0050
CUST00660,Customer_660,61,Other,Single,Telangana,Self-Employed,Retail,7.7,722,Good,2,2016-12-04,BR0049
CUST00661,Customer_661,56,Male,Widowed,Rajasthan,Freelancer,Hospitality,10.06,485,Poor,1,2019-12-06,BR0044
CUST00662,Customer_662,28,Female,Married,Telangana,Self-Employed,FMCG,78.55,595,Fair,0,2018-07-11,BR0008
CUST00663,Customer_663,51,Female,Divorced,Telangana,Freelancer,IT,40.88,567,Fair,0,2018-09-05,BR0032
CUST00664,Customer_664,29,Female,Widowed,Tamil Nadu,Retired,FMCG,48.99,708,Good,2,2019-10-19,BR0013
CUST00665,Customer_665,26,Female,Married,Maharashtra,Freelancer,Banking,75.27,880,Excellent,0,2019-06-12,BR0029
CUST00666,Customer_666,55,Female,Widowed,Haryana,Retired,Manufacturing,11.65,760,Very Good,1,2015-09-23,BR0024
CUST00667,Customer_667,34,Female,Single,Tamil Nadu,Government Employee,Banking,67.9,726,Good,2,2021-07-11,BR0038
CUST00668,Customer_668,39,Female,Widowed,Punjab,Retired,FMCG,75.59,832,Very Good,3,2020-09-25,BR0018
CUST00669,Customer_669,31,Female,Widowed,Tamil Nadu,Freelancer,Healthcare,11.88,763,Very Good,0,2016-02-12,BR0048
CUST00670,Customer_670,25,Male,Widowed,Kerala,Freelancer,Education,55.02,881,Excellent,1,2018-05-25,BR0040
CUST00671,Customer_671,61,Other,Widowed,Madhya Pradesh,Government Employee,Retail,53.7,559,Fair,2,2020-08-01,BR0032
CUST00672,Customer_672,54,Other,Single,Madhya Pradesh,Salaried,FMCG,65.22,693,Good,0,2019-04-21,BR0029
CUST00673,Customer_673,42,Male,Married,Telangana,Freelancer,Real Estate,38.07,878,Excellent,1,2020-07-06,BR0028
CUST00674,Customer_674,30,Male,Widowed,Punjab,Retired,Construction,40.23,699,Good,4,2020-04-08,BR0031
CUST00675,Customer_675,57,Female,Widowed,Kerala,Government Employee,Hospitality,6.73,882,Excellent,2,2018-03-11,BR0021
CUST00676,Customer_676,25,Female,Divorced,Madhya Pradesh,Freelancer,Hospitality,12.35,311,Poor,0,2018-10-29,BR0025
CUST00677,Customer_677,28,Male,Married,Tamil Nadu,Self-Employed,Real Estate,34.37,695,Good,4,2015-12-14,BR0045
CUST00678,Customer_678,26,Male,Divorced,Maharashtra,Government Employee,FMCG,28.6,857,Excellent,4,2020-10-09,BR0027
CUST00679,Customer_679,39,Female,Widowed,Kerala,Government Employee,Education,48.03,420,Poor,4,2016-02-05,BR0032
CUST00680,Customer_680,28,Other,Divorced,Karnataka,Retired,Real Estate,28.47,776,Very Good,2,2019-11-21,BR0013
CUST00681,Customer_681,53,Other,Married,Gujarat,Business Owner,IT,67.61,759,Very Good,2,2021-06-07,BR0026
CUST00682,Customer_682,36,Other,Single,Kerala,Business Owner,Real Estate,58.09,761,Very Good,0,2021-05-09,BR0034
CUST00683,Customer_683,52,Other,Divorced,Telangana,Business Owner,FMCG,64.14,694,Good,4,2018-07-07,BR0013
CUST00684,Customer_684,48,Other,Married,Bihar,Salaried,Construction,42.39,729,Good,1,2021-06-20,BR0032
CUST00685,Customer_685,35,Female,Widowed,Bihar,Retired,IT,75.2,845,Very Good,4,2017-04-01,BR0024
CUST00686,Customer_686,51,Female,Widowed,Uttar Pradesh,Business Owner,Manufacturing,60.32,569,Fair,1,2019-08-17,BR0018
CUST00687,Customer_687,40,Male,Widowed,Tamil Nadu,Salaried,Healthcare,55.7,782,Very Good,1,2015-04-24,BR0016
CUST00688,Customer_688,41,Female,Single,Tamil Nadu,Self-Employed,Real Estate,79.32,721,Good,1,2015-04-30,BR0017
CUST00689,Customer_689,39,Male,Widowed,Madhya Pradesh,Salaried,IT,52.4,772,Very Good,0,2018-07-09,BR0039
CUST00690,Customer_690,41,Other,Single,Uttar Pradesh,Freelancer,Healthcare,71.99,876,Excellent,1,2016-04-03,BR0037
CUST00691,Customer_691,54,Other,Divorced,West Bengal,Salaried,Retail,53.94,883,Excellent,4,2016-05-15,BR0050
CUST00692,Customer_692,42,Other,Married,Bihar,Government Employee,Retail,59.61,724,Good,1,2016-03-13,BR0012
CUST00693,Customer_693,35,Other,Single,West Bengal,Retired,Education,34.09,878,Excellent,0,2018-07-20,BR0035
CUST00694,Customer_694,49,Male,Divorced,West Bengal,Freelancer,Education,77.15,681,Good,2,2015-03-28,BR0042
CUST00695,Customer_695,60,Male,Married,Gujarat,Retired,FMCG,53.79,489,Poor,2,2019-01-26,BR0044
CUST00696,Customer_696,29,Female,Single,Bihar,Government Employee,Real Estate,68.95,780,Very Good,2,2016-01-05,BR0049
CUST00697,Customer_697,37,Other,Divorced,Bihar,Freelancer,FMCG,73.47,670,Good,0,2018-01-27,BR0006
CUST00698,Customer_698,53,Female,Widowed,Bihar,Salaried,Healthcare,74.3,702,Good,2,2020-09-04,BR0005
CUST00699,Customer_699,44,Other,Divorced,West Bengal,Freelancer,IT,65.52,743,Good,0,2017-01-22,BR0041
CUST00700,Customer_700,50,Male,Divorced,Rajasthan,Retired,Manufacturing,2.64,767,Very Good,0,2016-10-08,BR0016
CUST00701,Customer_701,55,Male,Widowed,Madhya Pradesh,Business Owner,Banking,66.86,848,Very Good,3,2016-06-30,BR0017
CUST00702,Customer_702,33,Male,Single,Uttar Pradesh,Business Owner,Healthcare,64.44,791,Very Good,3,2019-03-26,BR0037
CUST00703,Customer_703,36,Other,Married,Bihar,Salaried,Banking,74.03,305,Poor,1,2017-12-08,BR0045
CUST00704,Customer_704,32,Female,Married,Delhi,Business Owner,Healthcare,35.68,458,Poor,4,2016-04-25,BR0001
CUST00705,Customer_705,55,Female,Single,Tamil Nadu,Freelancer,Retail,66.6,708,Good,1,2017-12-26,BR0019
CUST00706,Customer_706,53,Other,Married,Andhra Pradesh,Business Owner,Retail,68.85,705,Good,3,2017-01-08,BR0027
CUST00707,Customer_707,31,Other,Widowed,Bihar,Self-Employed,Education,22.72,549,Poor,4,2020-02-20,BR0006
CUST00708,Customer_708,22,Female,Married,Haryana,Government Employee,FMCG,78.01,691,Good,4,2017-11-15,BR0005
CUST00709,Customer_709,28,Male,Widowed,Bihar,Business Owner,Hospitality,28.23,756,Very Good,4,2015-07-06,BR0001
CUST00710,Customer_710,38,Female,Divorced,Karnataka,Retired,IT,25.87,798,Very Good,4,2017-01-04,BR0017
CUST00711,Customer_711,32,Male,Single,Rajasthan,Freelancer,Construction,70.52,793,Very Good,3,2016-08-03,BR0017
CUST00712,Customer_712,29,Female,Divorced,Bihar,Government Employee,Real Estate,41.14,666,Good,2,2021-11-15,BR0049
CUST00713,Customer_713,38,Female,Widowed,Madhya Pradesh,Self-Employed,Construction,71.67,805,Very Good,3,2015-08-06,BR0013
CUST00714,Customer_714,31,Female,Married,Haryana,Government Employee,FMCG,5.18,346,Poor,0,2020-07-20,BR0003
CUST00715,Customer_715,50,Female,Widowed,Delhi,Freelancer,Healthcare,45.92,740,Good,0,2018-12-02,BR0006
CUST00716,Customer_716,35,Other,Divorced,Kerala,Freelancer,Hospitality,67.19,861,Excellent,1,2021-07-18,BR0001
CUST00717,Customer_717,55,Male,Married,Madhya Pradesh,Government Employee,Manufacturing,34.71,773,Very Good,2,2015-04-17,BR0019
CUST00718,Customer_718,65,Other,Single,Andhra Pradesh,Business Owner,Healthcare,32.99,857,Excellent,0,2015-11-29,BR0030
CUST00719,Customer_719,64,Other,Single,Rajasthan,Salaried,Hospitality,76.52,730,Good,3,2018-08-23,BR0047
CUST00720,Customer_720,58,Female,Divorced,Madhya Pradesh,Salaried,Manufacturing,64.6,556,Fair,4,2021-10-02,BR0025
CUST00721,Customer_721,27,Female,Single,Maharashtra,Self-Employed,Healthcare,21.03,672,Good,3,2019-07-07,BR0019
CUST00722,Customer_722,63,Female,Widowed,Madhya Pradesh,Government Employee,Real Estate,14.36,833,Very Good,4,2016-06-21,BR0023
CUST00723,Customer_723,64,Female,Widowed,Bihar,Government Employee,Banking,42.18,597,Fair,2,2021-04-25,BR0039
CUST00724,Customer_724,49,Other,Married,Uttar Pradesh,Freelancer,FMCG,65.33,604,Fair,0,2015-06-15,BR0033
CUST00725,Customer_725,43,Other,Married,Bihar,Government Employee,Construction,19.8,893,Excellent,4,2015-12-10,BR0019
CUST00726,Customer_726,51,Male,Divorced,Andhra Pradesh,Self-Employed,Construction,25.71,711,Good,3,2018-04-25,BR0037
CUST00727,Customer_727,25,Other,Widowed,Uttar Pradesh,Salaried,Banking,42.24,755,Very Good,4,2017-11-03,BR0023
CUST00728,Customer_728,38,Male,Widowed,Karnataka,Self-Employed,FMCG,41.47,848,Very Good,0,2015-12-08,BR0027
CUST00729,Customer_729,41,Other,Widowed,Kerala,Business Owner,Education,37.71,742,Good,1,2017-05-14,BR0012
CUST00730,Customer_730,27,Other,Single,Uttar Pradesh,Retired,IT,22.52,827,Very Good,0,2019-06-06,BR0008
CUST00731,Customer_731,22,Female,Widowed,Gujarat,Retired,Hospitality,38.11,611,Fair,2,2019-06-06,BR0020
CUST00732,Customer_732,27,Male,Married,Andhra Pradesh,Salaried,Retail,17.21,551,Fair,3,2016-08-17,BR0042
CUST00733,Customer_733,37,Other,Married,Delhi,Business Owner,Banking,69.0,730,Good,1,2020-04-25,BR0028
CUST00734,Customer_734,23,Female,Widowed,West Bengal,Salaried,Banking,59.73,569,Fair,4,2017-09-20,BR0013
CUST00735,Customer_735,40,Male,Single,Punjab,Freelancer,FMCG,6.35,800,Very Good,3,2020-07-23,BR0048
CUST00736,Customer_736,59,Male,Widowed,Uttar Pradesh,Government Employee,Construction,79.92,820,Very Good,4,2021-11-09,BR0044
CUST00737,Customer_737,53,Female,Divorced,Telangana,Salaried,Real Estate,43.4,657,Good,3,2020-04-22,BR0008
CUST00738,Customer_738,53,Other,Widowed,Maharashtra,Self-Employed,Real Estate,29.31,832,Very Good,1,2020-04-06,BR0023
CUST00739,Customer_739,50,Other,Divorced,Bihar,Retired,Banking,48.0,678,Good,1,2018-04-16,BR0047
CUST00740,Customer_740,46,Female,Widowed,Madhya Pradesh,Self-Employed,Hospitality,53.03,893,Excellent,1,2018-03-02,BR0045
